day,ship_id,avg_fuel_level,avg_speed_knots,avg_distance_left_km,total_records
2025-04-28 23:20:58,santa-maria,34.94,14.35,2357.04,1
2025-04-28 23:20:58,titanic,33.95,10.33,3367.94,1
2025-04-28 23:21:03,bellisimo,34.06,16.82,1751.65,1
2025-04-28 23:21:03,santa-maria,34.74,19.2,2352.59,1
2025-04-28 23:21:03,titanic,33.54,16.93,3364.96,1
2025-04-28 23:21:08,bellisimo,33.83,18.33,1746.98,1
2025-04-28 23:21:08,santa-maria,34.54,18.92,2349.01,1
2025-04-28 23:21:08,titanic,33.28,19.51,3360.18,1
2025-04-28 23:21:12,bellisimo,33.39,11.45,1743.44,1
2025-04-28 23:21:12,santa-maria,34.33,16.64,2346.83,1
2025-04-28 23:21:12,titanic,32.92,13.19,3357.01,1
2025-04-28 23:21:17,bellisimo,33.14,18.28,1738.88,1
2025-04-28 23:21:17,santa-maria,34.21,18.44,2344.91,1
2025-04-28 23:21:17,titanic,32.71,13.14,3352.56,1
2025-04-28 23:21:22,bellisimo,33.0,19.71,1737.04,1
2025-04-28 23:21:22,santa-maria,34.01,16.59,2343.73,1
2025-04-28 23:21:22,titanic,32.21,17.39,3350.46,1
2025-04-28 23:21:27,bellisimo,32.74,16.39,1735.66,1
2025-04-28 23:21:27,santa-maria,33.79,17.55,2341.42,1
2025-04-28 23:21:27,titanic,31.87,13.28,3348.05,1
2025-04-28 23:21:32,bellisimo,32.42,13.19,1734.03,1
2025-04-28 23:21:32,santa-maria,33.39,11.87,2336.58,1
2025-04-28 23:21:32,titanic,31.4,17.03,3343.12,1
2025-04-28 23:21:37,bellisimo,32.04,15.16,1731.9,1
2025-04-28 23:21:37,santa-maria,32.99,16.4,2331.77,1
2025-04-28 23:21:37,titanic,31.23,19.33,3338.61,1
2025-04-28 23:21:42,bellisimo,31.93,10.81,1730.7,1
2025-04-28 23:21:42,santa-maria,32.52,11.49,2329.88,1
2025-04-28 23:21:42,titanic,30.94,13.08,3335.31,1
2025-04-28 23:21:47,bellisimo,31.82,18.21,1727.62,1
2025-04-28 23:21:47,santa-maria,32.3,11.67,2327.33,1
2025-04-28 23:21:47,titanic,30.48,14.62,3332.01,1
2025-04-28 23:21:52,bellisimo,31.66,14.26,1722.72,1
2025-04-28 23:21:52,santa-maria,31.95,16.47,2324.76,1
2025-04-28 23:21:52,titanic,30.07,14.95,3328.23,1
2025-04-28 23:21:57,bellisimo,31.32,18.59,1718.32,1
2025-04-28 23:21:57,santa-maria,31.58,16.28,2322.04,1
2025-04-28 23:21:57,titanic,29.63,13.55,3326.38,1
2025-04-28 23:22:02,bellisimo,30.95,11.15,1715.42,1
2025-04-28 23:22:02,santa-maria,31.45,12.53,2320.86,1
2025-04-28 23:22:02,titanic,29.48,19.49,3323.18,1
2025-04-28 23:22:07,bellisimo,30.55,11.88,1713.19,1
2025-04-28 23:22:07,santa-maria,30.98,19.48,2318.56,1
2025-04-28 23:22:07,titanic,29.34,10.94,3318.67,1
2025-04-28 23:22:12,bellisimo,30.11,17.02,1710.24,1
2025-04-28 23:22:12,santa-maria,30.59,19.29,2314.02,1
2025-04-28 23:22:12,titanic,29.04,12.7,3317.32,1
2025-04-28 23:22:17,bellisimo,29.62,15.03,1705.75,1
2025-04-28 23:22:17,santa-maria,30.48,19.47,2309.38,1
2025-04-28 23:22:17,titanic,28.91,17.48,3313.83,1
2025-04-28 23:22:22,bellisimo,29.29,17.3,1700.88,1
2025-04-28 23:22:22,santa-maria,30.06,18.46,2306.29,1
2025-04-28 23:22:22,titanic,28.63,11.54,3310.73,1
2025-04-28 23:22:27,bellisimo,28.94,16.17,1697.36,1
2025-04-28 23:22:27,santa-maria,29.73,19.73,2301.57,1
2025-04-28 23:22:27,titanic,28.4,12.24,3308.36,1
2025-04-28 23:22:32,bellisimo,28.82,15.82,1695.99,1
2025-04-28 23:22:32,santa-maria,29.42,11.43,2299.25,1
2025-04-28 23:22:32,titanic,28.07,19.13,3304.38,1
2025-04-28 23:22:37,bellisimo,28.42,10.04,1693.89,1
2025-04-28 23:22:37,santa-maria,29.04,10.04,2295.54,1
2025-04-28 23:22:37,titanic,27.97,11.13,3302.31,1
2025-04-28 23:22:42,bellisimo,28.0,19.66,1690.25,1
2025-04-28 23:22:42,santa-maria,28.92,19.67,2294.01,1
2025-04-28 23:22:42,titanic,27.82,18.94,3297.38,1
2025-04-28 23:22:47,bellisimo,27.57,12.94,1687.01,1
2025-04-28 23:22:47,santa-maria,28.55,16.53,2290.38,1
2025-04-28 23:22:47,titanic,27.69,14.22,3294.24,1
2025-04-28 23:22:52,bellisimo,27.37,12.13,1682.91,1
2025-04-28 23:22:52,santa-maria,28.38,14.01,2287.03,1
2025-04-28 23:22:52,titanic,27.41,14.14,3292.93,1
2025-04-28 23:22:57,bellisimo,27.26,17.26,1680.14,1
2025-04-28 23:22:57,santa-maria,28.08,13.32,2284.93,1
2025-04-28 23:22:57,titanic,27.12,18.43,3288.54,1
2025-04-28 23:23:02,bellisimo,26.9,19.56,1676.35,1
2025-04-28 23:23:02,santa-maria,27.87,19.3,2283.71,1
2025-04-28 23:23:02,titanic,26.93,13.45,3284.12,1
2025-04-28 23:23:07,bellisimo,26.74,11.02,1672.67,1
2025-04-28 23:23:07,santa-maria,27.54,14.57,2281.58,1
2025-04-28 23:23:07,titanic,26.81,13.18,3282.07,1
2025-04-28 23:23:12,bellisimo,26.4,14.89,1670.25,1
2025-04-28 23:23:12,santa-maria,27.18,15.81,2278.36,1
2025-04-28 23:23:12,titanic,26.58,14.95,3280.11,1
2025-04-28 23:23:17,bellisimo,26.23,10.99,1667.21,1
2025-04-28 23:23:17,santa-maria,26.94,19.0,2274.17,1
2025-04-28 23:23:17,titanic,26.11,14.38,3279.04,1
2025-04-28 23:23:22,bellisimo,26.12,13.82,1665.91,1
2025-04-28 23:23:22,santa-maria,26.71,11.65,2270.65,1
2025-04-28 23:23:22,titanic,25.64,13.94,3276.68,1
2025-04-28 23:23:27,bellisimo,25.92,17.83,1661.68,1
2025-04-28 23:23:27,santa-maria,26.32,13.73,2269.04,1
2025-04-28 23:23:27,titanic,25.54,10.96,3273.71,1
2025-04-28 23:23:32,bellisimo,25.77,19.29,1658.2,1
2025-04-28 23:23:32,santa-maria,25.94,12.19,2266.4,1
2025-04-28 23:23:32,titanic,25.11,11.7,3268.92,1
2025-04-28 23:23:37,bellisimo,25.47,12.54,1655.27,1
2025-04-28 23:23:37,santa-maria,25.82,15.2,2262.21,1
2025-04-28 23:23:37,titanic,24.69,14.85,3267.46,1
2025-04-28 23:23:42,bellisimo,25.23,13.88,1650.58,1
2025-04-28 23:23:42,santa-maria,25.54,14.63,2257.7,1
2025-04-28 23:23:42,titanic,24.25,14.57,3263.2,1
2025-04-28 23:23:47,bellisimo,24.93,13.96,1646.31,1
2025-04-28 23:23:47,santa-maria,25.35,15.48,2254.06,1
2025-04-28 23:23:47,titanic,24.07,14.19,3258.8,1
2025-04-28 23:23:52,bellisimo,24.55,15.93,1641.79,1
2025-04-28 23:23:52,santa-maria,24.93,19.75,2249.37,1
2025-04-28 23:23:52,titanic,23.76,19.33,3255.04,1
2025-04-28 23:23:57,bellisimo,24.34,13.51,1637.1,1
2025-04-28 23:23:57,santa-maria,24.65,13.74,2246.95,1
2025-04-28 23:23:57,titanic,23.59,16.99,3252.91,1
2025-04-28 23:24:02,bellisimo,24.04,19.02,1633.46,1
2025-04-28 23:24:02,santa-maria,24.42,10.11,2242.62,1
2025-04-28 23:24:02,titanic,23.12,18.06,3251.07,1
2025-04-28 23:24:07,bellisimo,23.54,14.98,1630.62,1
2025-04-28 23:24:07,santa-maria,24.26,14.69,2241.36,1
2025-04-28 23:24:07,titanic,23.01,16.31,3248.65,1
2025-04-28 23:24:12,bellisimo,23.09,19.11,1626.01,1
2025-04-28 23:24:12,santa-maria,24.06,12.51,2238.51,1
2025-04-28 23:24:12,titanic,22.54,18.24,3245.02,1
2025-04-28 23:24:17,bellisimo,22.87,13.43,1623.08,1
2025-04-28 23:24:17,santa-maria,23.8,15.48,2236.27,1
2025-04-28 23:24:17,titanic,22.31,18.09,3240.45,1
2025-04-28 23:24:22,bellisimo,22.77,13.34,1621.36,1
2025-04-28 23:24:22,santa-maria,23.45,16.79,2233.19,1
2025-04-28 23:24:22,titanic,21.9,19.65,3238.68,1
2025-04-28 23:24:27,bellisimo,22.47,14.89,1619.68,1
2025-04-28 23:24:27,santa-maria,23.1,10.83,2229.04,1
2025-04-28 23:24:27,titanic,21.41,17.79,3234.04,1
2025-04-28 23:24:32,bellisimo,22.08,15.96,1617.02,1
2025-04-28 23:24:32,santa-maria,22.81,14.75,2225.13,1
2025-04-28 23:24:32,titanic,21.02,11.09,3230.85,1
2025-04-28 23:24:37,bellisimo,21.88,17.82,1614.52,1
2025-04-28 23:24:37,santa-maria,22.38,12.31,2223.8,1
2025-04-28 23:24:37,titanic,20.63,17.2,3227.26,1
2025-04-28 23:24:42,bellisimo,21.39,11.29,1610.21,1
2025-04-28 23:24:42,santa-maria,22.18,18.17,2219.17,1
2025-04-28 23:24:42,titanic,20.15,13.34,3222.66,1
2025-04-28 23:24:47,bellisimo,21.18,18.52,1608.15,1
2025-04-28 23:24:47,santa-maria,21.96,17.5,2216.3,1
2025-04-28 23:24:47,titanic,19.8,14.94,3218.76,1
2025-04-28 23:24:52,bellisimo,20.73,17.71,1606.84,1
2025-04-28 23:24:52,santa-maria,21.59,10.03,2212.51,1
2025-04-28 23:24:52,titanic,19.49,11.33,3215.12,1
2025-04-28 23:24:57,bellisimo,20.56,12.47,1604.21,1
2025-04-28 23:24:57,santa-maria,21.49,10.04,2211.27,1
2025-04-28 23:24:57,titanic,19.01,16.15,3212.04,1
2025-04-28 23:25:02,bellisimo,20.23,14.92,1601.05,1
2025-04-28 23:25:02,santa-maria,21.08,11.32,2208.82,1
2025-04-28 23:25:02,titanic,18.71,18.37,3207.94,1
2025-04-28 23:25:07,bellisimo,20.11,10.75,1598.32,1
2025-04-28 23:25:07,santa-maria,20.97,11.17,2206.27,1
2025-04-28 23:25:07,titanic,18.53,11.47,3204.11,1
2025-04-28 23:25:12,bellisimo,19.87,14.9,1594.6,1
2025-04-28 23:25:12,santa-maria,20.79,10.54,2201.56,1
2025-04-28 23:25:12,titanic,18.07,10.27,3199.45,1
2025-04-28 23:25:17,bellisimo,19.57,16.68,1592.59,1
2025-04-28 23:25:17,santa-maria,20.66,11.14,2198.97,1
2025-04-28 23:25:17,titanic,17.59,12.81,3195.67,1
2025-04-28 23:25:22,bellisimo,19.16,14.82,1588.94,1
2025-04-28 23:25:22,santa-maria,20.2,15.01,2196.19,1
2025-04-28 23:25:22,titanic,17.43,17.7,3192.51,1
2025-04-28 23:25:27,bellisimo,18.87,18.97,1587.08,1
2025-04-28 23:25:27,santa-maria,19.83,19.23,2194.89,1
2025-04-28 23:25:27,titanic,16.96,11.33,3191.14,1
2025-04-28 23:25:32,bellisimo,18.74,16.88,1584.12,1
2025-04-28 23:25:32,santa-maria,19.54,16.78,2191.8,1
2025-04-28 23:25:32,titanic,16.55,18.27,3187.44,1
2025-04-28 23:25:37,bellisimo,18.48,13.14,1583.02,1
2025-04-28 23:25:37,santa-maria,19.07,17.71,2189.49,1
2025-04-28 23:25:37,titanic,16.41,19.44,3182.69,1
2025-04-28 23:25:42,bellisimo,18.15,17.27,1578.85,1
2025-04-28 23:25:42,santa-maria,18.81,11.47,2188.26,1
2025-04-28 23:25:42,titanic,16.12,10.59,3178.68,1
2025-04-28 23:25:47,bellisimo,17.75,13.82,1575.95,1
2025-04-28 23:25:47,santa-maria,18.65,17.29,2184.67,1
2025-04-28 23:25:47,titanic,15.9,19.15,3174.06,1
2025-04-28 23:25:52,bellisimo,17.28,14.82,1571.12,1
2025-04-28 23:25:52,santa-maria,18.25,17.23,2181.53,1
2025-04-28 23:25:52,titanic,15.42,13.89,3170.9,1
2025-04-28 23:25:57,bellisimo,16.88,11.11,1566.95,1
2025-04-28 23:25:57,santa-maria,17.97,19.24,2178.04,1
2025-04-28 23:25:57,titanic,15.29,16.86,3167.5,1
2025-04-28 23:26:02,bellisimo,16.58,12.66,1564.28,1
2025-04-28 23:26:02,santa-maria,17.55,19.25,2174.52,1
2025-04-28 23:26:02,titanic,14.93,11.88,3166.28,1
2025-04-28 23:26:07,bellisimo,16.09,13.26,1562.92,1
2025-04-28 23:26:07,santa-maria,17.26,19.09,2172.06,1
2025-04-28 23:26:07,titanic,14.53,10.74,3161.41,1
2025-04-28 23:26:12,bellisimo,15.9,11.22,1561.43,1
2025-04-28 23:26:12,santa-maria,16.89,19.36,2169.67,1
2025-04-28 23:26:12,titanic,14.13,13.08,3157.99,1
2025-04-28 23:26:17,bellisimo,15.62,15.99,1559.83,1
2025-04-28 23:26:17,santa-maria,16.4,16.38,2166.88,1
2025-04-28 23:26:17,titanic,13.89,19.01,3155.92,1
2025-04-28 23:26:22,bellisimo,15.31,19.77,1555.98,1
2025-04-28 23:26:22,santa-maria,16.1,19.24,2163.15,1
2025-04-28 23:26:22,titanic,13.65,12.71,3153.43,1
2025-04-28 23:26:27,bellisimo,14.88,18.95,1551.04,1
2025-04-28 23:26:27,santa-maria,15.66,18.04,2161.08,1
2025-04-28 23:26:27,titanic,13.43,11.23,3151.17,1
2025-04-28 23:26:32,bellisimo,14.49,10.09,1547.2,1
2025-04-28 23:26:32,santa-maria,15.19,13.72,2156.13,1
2025-04-28 23:26:32,titanic,13.0,10.52,3150.07,1
2025-04-28 23:26:37,bellisimo,14.13,10.29,1542.76,1
2025-04-28 23:26:37,santa-maria,14.7,17.75,2154.16,1
2025-04-28 23:26:37,titanic,12.73,11.61,3146.39,1
2025-04-28 23:26:42,bellisimo,13.66,11.05,1539.83,1
2025-04-28 23:26:42,santa-maria,14.26,18.4,2149.97,1
2025-04-28 23:26:42,titanic,12.51,17.84,3142.04,1
2025-04-28 23:26:47,bellisimo,13.39,17.22,1538.27,1
2025-04-28 23:26:47,santa-maria,13.78,16.49,2145.08,1
2025-04-28 23:26:47,titanic,12.04,10.51,3140.73,1
2025-04-28 23:26:52,bellisimo,12.9,16.32,1533.84,1
2025-04-28 23:26:52,santa-maria,13.41,10.54,2140.15,1
2025-04-28 23:26:52,titanic,11.87,12.39,3138.98,1
2025-04-28 23:26:57,bellisimo,12.55,20.0,1529.92,1
2025-04-28 23:26:57,santa-maria,12.92,18.44,2138.75,1
2025-04-28 23:26:57,titanic,11.74,10.37,3137.85,1
2025-04-28 23:27:02,bellisimo,12.24,10.9,1526.01,1
2025-04-28 23:27:02,santa-maria,12.7,14.04,2136.53,1
2025-04-28 23:27:02,titanic,11.49,14.65,3136.75,1
2025-04-28 23:27:07,bellisimo,11.76,15.26,1522.44,1
2025-04-28 23:27:07,santa-maria,12.54,14.52,2132.76,1
2025-04-28 23:27:07,titanic,11.09,12.2,3135.68,1
2025-04-28 23:27:12,bellisimo,11.47,18.98,1517.97,1
2025-04-28 23:27:12,santa-maria,12.29,13.55,2130.19,1
2025-04-28 23:27:12,titanic,10.76,15.99,3134.49,1
2025-04-28 23:27:17,bellisimo,11.3,11.22,1514.63,1
2025-04-28 23:27:17,santa-maria,12.12,16.99,2128.77,1
2025-04-28 23:27:17,titanic,10.66,15.41,3130.88,1
2025-04-28 23:27:22,bellisimo,11.18,16.54,1510.42,1
2025-04-28 23:27:22,santa-maria,11.68,11.2,2124.44,1
2025-04-28 23:27:22,titanic,10.53,15.47,3129.59,1
2025-04-28 23:27:27,bellisimo,10.7,11.12,1507.83,1
2025-04-28 23:27:27,santa-maria,11.38,18.91,2122.8,1
2025-04-28 23:27:27,titanic,10.33,13.97,3126.45,1
2025-04-28 23:27:32,bellisimo,10.27,10.47,1505.39,1
2025-04-28 23:27:32,santa-maria,10.98,18.6,2118.81,1
2025-04-28 23:27:32,titanic,10.18,14.89,3124.45,1
2025-04-28 23:27:37,bellisimo,9.92,14.79,1502.51,1
2025-04-28 23:27:37,santa-maria,10.58,11.82,2115.04,1
2025-04-28 23:27:37,titanic,9.82,12.33,3120.75,1
2025-04-28 23:27:42,bellisimo,9.63,12.31,1499.8,1
2025-04-28 23:27:42,santa-maria,10.25,14.35,2110.45,1
2025-04-28 23:27:42,titanic,9.41,15.79,3118.12,1
2025-04-28 23:27:47,bellisimo,9.51,13.61,1495.23,1
2025-04-28 23:27:47,santa-maria,10.12,17.56,2107.42,1
2025-04-28 23:27:47,titanic,9.17,12.73,3114.72,1
2025-04-28 23:27:52,bellisimo,9.06,13.24,1490.79,1
2025-04-28 23:27:52,santa-maria,9.81,11.56,2104.51,1
2025-04-28 23:27:52,titanic,8.85,18.17,3113.71,1
2025-04-28 23:27:57,bellisimo,8.67,16.93,1485.96,1
2025-04-28 23:27:57,santa-maria,9.33,13.35,2100.52,1
2025-04-28 23:27:57,titanic,8.67,12.32,3111.55,1
2025-04-28 23:28:02,bellisimo,8.28,12.06,1482.16,1
2025-04-28 23:28:02,santa-maria,8.85,16.54,2098.1,1
2025-04-28 23:28:02,titanic,8.45,14.13,3109.53,1
2025-04-28 23:28:07,bellisimo,7.87,18.64,1479.29,1
2025-04-28 23:28:07,santa-maria,8.69,13.7,2096.43,1
2025-04-28 23:28:07,titanic,8.1,14.94,3107.99,1
2025-04-28 23:28:12,bellisimo,7.44,11.39,1475.42,1
2025-04-28 23:28:12,santa-maria,8.48,19.12,2093.83,1
2025-04-28 23:28:12,titanic,7.91,15.52,3104.55,1
2025-04-28 23:28:17,bellisimo,7.29,17.08,1473.43,1
2025-04-28 23:28:17,santa-maria,8.05,15.34,2089.73,1
2025-04-28 23:28:17,titanic,7.55,15.41,3099.63,1
2025-04-28 23:28:22,bellisimo,7.18,14.01,1471.8,1
2025-04-28 23:28:22,santa-maria,7.71,16.69,2087.07,1
2025-04-28 23:28:22,titanic,7.34,18.66,3096.61,1
2025-04-28 23:28:27,bellisimo,7.02,12.18,1467.36,1
2025-04-28 23:28:27,santa-maria,7.29,12.31,2084.65,1
2025-04-28 23:28:27,titanic,7.16,15.08,3094.65,1
2025-04-28 23:28:32,bellisimo,6.59,14.62,1463.49,1
2025-04-28 23:28:32,santa-maria,7.0,19.01,2081.12,1
2025-04-28 23:28:32,titanic,6.75,14.83,3089.68,1
2025-04-28 23:28:37,bellisimo,6.19,11.35,1462.0,1
2025-04-28 23:28:37,santa-maria,6.54,19.55,2077.57,1
2025-04-28 23:28:37,titanic,6.44,10.87,3087.62,1
2025-04-28 23:28:42,bellisimo,5.88,13.47,1460.22,1
2025-04-28 23:28:42,santa-maria,6.42,17.8,2076.55,1
2025-04-28 23:28:42,titanic,6.29,16.04,3084.89,1
2025-04-28 23:28:47,bellisimo,5.66,12.75,1456.55,1
2025-04-28 23:28:47,santa-maria,6.07,17.9,2072.85,1
2025-04-28 23:28:47,titanic,6.06,14.1,3082.22,1
2025-04-28 23:28:52,bellisimo,5.46,10.57,1454.59,1
2025-04-28 23:28:52,santa-maria,5.89,12.19,2070.37,1
2025-04-28 23:28:52,titanic,5.62,12.05,3079.22,1
2025-04-28 23:28:57,bellisimo,5.09,16.37,1450.65,1
2025-04-28 23:28:57,santa-maria,5.53,15.76,2068.94,1
2025-04-28 23:28:57,titanic,5.28,19.67,3075.95,1
2025-04-28 23:29:02,bellisimo,4.95,14.16,1446.04,1
2025-04-28 23:29:02,santa-maria,5.04,14.79,2064.65,1
2025-04-28 23:29:02,titanic,5.08,12.63,3070.98,1
2025-04-28 23:29:07,bellisimo,4.74,17.76,1441.09,1
2025-04-28 23:29:07,santa-maria,4.92,18.44,2060.35,1
2025-04-28 23:29:07,titanic,4.95,17.46,3069.1,1
2025-04-28 23:29:12,bellisimo,4.63,11.04,1437.0,1
2025-04-28 23:29:12,santa-maria,4.46,14.37,2057.07,1
2025-04-28 23:29:12,titanic,4.67,12.07,3067.67,1
2025-04-28 23:29:17,bellisimo,4.18,10.54,1433.72,1
2025-04-28 23:29:17,santa-maria,4.0,15.8,2053.33,1
2025-04-28 23:29:17,titanic,4.28,11.27,3066.64,1
2025-04-28 23:29:22,bellisimo,3.72,11.13,1430.03,1
2025-04-28 23:29:22,santa-maria,3.7,12.81,2049.39,1
2025-04-28 23:29:22,titanic,4.14,15.61,3064.48,1
2025-04-28 23:29:27,bellisimo,3.29,16.48,1428.96,1
2025-04-28 23:29:27,santa-maria,3.34,15.59,2044.78,1
2025-04-28 23:29:27,titanic,3.71,17.31,3062.38,1
2025-04-28 23:29:32,bellisimo,3.15,15.04,1425.53,1
2025-04-28 23:29:32,santa-maria,3.16,15.68,2041.22,1
2025-04-28 23:29:32,titanic,3.34,14.24,3061.25,1
2025-04-28 23:29:37,bellisimo,2.69,12.95,1424.18,1
2025-04-28 23:29:37,santa-maria,2.67,14.19,2036.89,1
2025-04-28 23:29:37,titanic,2.93,18.37,3059.84,1
2025-04-28 23:29:41,bellisimo,2.53,11.63,1419.97,1
2025-04-28 23:29:41,santa-maria,2.39,15.05,2031.91,1
2025-04-28 23:29:41,titanic,2.44,16.42,3058.5,1
2025-04-28 23:29:46,bellisimo,2.2,16.79,1417.67,1
2025-04-28 23:29:46,santa-maria,2.05,12.3,2029.33,1
2025-04-28 23:29:46,titanic,2.26,14.07,3055.71,1
2025-04-28 23:29:51,bellisimo,1.71,16.36,1415.33,1
2025-04-28 23:29:51,santa-maria,1.84,16.62,2026.92,1
2025-04-28 23:29:51,titanic,1.85,11.1,3052.92,1
2025-04-28 23:29:56,bellisimo,1.52,12.38,1412.5,1
2025-04-28 23:29:56,santa-maria,1.38,15.6,2022.03,1
2025-04-28 23:29:56,titanic,1.68,16.7,3048.65,1
2025-04-28 23:30:01,bellisimo,1.08,13.64,1409.05,1
2025-04-28 23:30:01,santa-maria,1.03,15.56,2017.27,1
2025-04-28 23:30:01,titanic,1.37,13.4,3046.88,1
2025-04-28 23:30:06,bellisimo,0.88,18.58,1404.62,1
2025-04-28 23:30:06,santa-maria,0.76,18.42,2014.06,1
2025-04-28 23:30:06,titanic,1.19,18.84,3043.92,1
2025-04-28 23:30:11,bellisimo,0.59,19.0,1401.63,1
2025-04-28 23:30:11,santa-maria,0.37,15.47,2011.86,1
2025-04-28 23:30:11,titanic,0.84,19.9,3040.41,1
2025-04-28 23:30:16,bellisimo,0.46,12.99,1399.59,1
2025-04-28 23:30:16,santa-maria,0.04,10.72,2007.57,1
2025-04-28 23:30:16,titanic,0.48,15.7,3039.17,1
2025-04-28 23:30:21,bellisimo,0.25,19.62,1396.88,1
2025-04-28 23:30:21,santa-maria,0.0,10.32,2006.46,1
2025-04-28 23:30:21,titanic,0.12,19.69,3036.06,1
2025-04-28 23:30:26,bellisimo,0.0,13.04,1394.58,1
2025-04-28 23:30:26,santa-maria,0.0,13.75,2001.84,1
2025-04-28 23:30:26,titanic,0.0,17.37,3034.93,1
2025-04-28 23:30:31,bellisimo,0.0,12.54,1393.07,1
2025-04-28 23:30:31,santa-maria,0.0,11.04,1997.42,1
2025-04-28 23:30:31,titanic,0.0,10.73,3031.26,1
2025-04-28 23:30:36,bellisimo,0.0,10.01,1388.91,1
2025-04-28 23:30:36,santa-maria,0.0,13.66,1995.61,1
2025-04-28 23:30:36,titanic,0.0,17.5,3029.23,1
2025-04-28 23:30:41,bellisimo,0.0,12.07,1387.54,1
2025-04-28 23:30:41,santa-maria,0.0,13.05,1993.31,1
2025-04-28 23:30:41,titanic,0.0,14.54,3024.72,1
2025-04-28 23:30:46,bellisimo,0.0,12.1,1385.51,1
2025-04-28 23:30:46,santa-maria,0.0,15.18,1990.48,1
2025-04-28 23:30:46,titanic,0.0,10.27,3020.54,1
2025-04-28 23:30:51,bellisimo,0.0,17.95,1383.62,1
2025-04-28 23:30:51,santa-maria,0.0,19.17,1987.3,1
2025-04-28 23:30:51,titanic,0.0,16.66,3016.28,1
2025-04-28 23:30:56,bellisimo,0.0,16.13,1380.15,1
2025-04-28 23:30:56,santa-maria,0.0,14.73,1986.16,1
2025-04-28 23:30:56,titanic,0.0,19.01,3011.47,1
2025-04-28 23:31:01,bellisimo,0.0,11.33,1377.58,1
2025-04-28 23:31:01,santa-maria,0.0,14.12,1984.08,1
2025-04-28 23:31:01,titanic,0.0,17.69,3010.27,1
2025-04-28 23:31:06,bellisimo,0.0,12.93,1376.54,1
2025-04-28 23:31:06,santa-maria,0.0,14.81,1980.13,1
2025-04-28 23:31:06,titanic,0.0,15.22,3008.04,1
2025-04-28 23:31:11,bellisimo,0.0,16.78,1372.07,1
2025-04-28 23:31:11,santa-maria,0.0,14.28,1977.7,1
2025-04-28 23:31:11,titanic,0.0,19.64,3004.41,1
2025-04-28 23:31:16,bellisimo,0.0,14.22,1367.95,1
2025-04-28 23:31:16,santa-maria,0.0,18.72,1973.35,1
2025-04-28 23:31:16,titanic,0.0,14.27,3001.88,1
2025-04-28 23:31:21,bellisimo,0.0,18.5,1365.53,1
2025-04-28 23:31:21,santa-maria,0.0,13.64,1969.75,1
2025-04-28 23:31:21,titanic,0.0,10.62,2999.91,1
2025-04-28 23:31:26,bellisimo,0.0,18.71,1363.32,1
2025-04-28 23:31:26,santa-maria,0.0,16.4,1965.49,1
2025-04-28 23:31:26,titanic,0.0,16.54,2996.94,1
2025-04-28 23:31:31,bellisimo,0.0,12.87,1361.91,1
2025-04-28 23:31:31,santa-maria,0.0,10.31,1963.38,1
2025-04-28 23:31:31,titanic,0.0,15.14,2994.56,1
2025-04-28 23:31:36,bellisimo,0.0,19.03,1359.61,1
2025-04-28 23:31:36,santa-maria,0.0,15.34,1959.72,1
2025-04-28 23:31:36,titanic,0.0,14.73,2990.95,1
2025-04-28 23:31:41,bellisimo,0.0,12.86,1356.0,1
2025-04-28 23:31:41,santa-maria,0.0,17.39,1956.85,1
2025-04-28 23:31:41,titanic,0.0,16.71,2989.41,1
2025-04-28 23:31:46,bellisimo,0.0,12.34,1352.01,1
2025-04-28 23:31:46,santa-maria,0.0,13.02,1954.58,1
2025-04-28 23:31:46,titanic,0.0,19.5,2986.22,1
2025-04-28 23:31:51,bellisimo,0.0,11.68,1350.57,1
2025-04-28 23:31:51,santa-maria,0.0,12.79,1951.16,1
2025-04-28 23:31:51,titanic,0.0,16.98,2984.23,1
2025-04-28 23:31:56,bellisimo,0.0,11.35,1348.66,1
2025-04-28 23:31:56,santa-maria,0.0,18.23,1946.75,1
2025-04-28 23:31:56,titanic,0.0,11.75,2981.81,1
2025-04-28 23:32:01,bellisimo,0.0,11.23,1346.77,1
2025-04-28 23:32:01,santa-maria,0.0,15.58,1941.93,1
2025-04-28 23:32:01,titanic,0.0,10.25,2980.66,1
2025-04-28 23:32:06,bellisimo,0.0,14.94,1343.2,1
2025-04-28 23:32:06,santa-maria,0.0,17.92,1939.74,1
2025-04-28 23:32:06,titanic,0.0,11.79,2977.86,1
2025-04-28 23:32:11,bellisimo,0.0,16.41,1338.59,1
2025-04-28 23:32:11,santa-maria,0.0,11.86,1937.24,1
2025-04-28 23:32:11,titanic,0.0,15.8,2975.12,1
2025-04-28 23:32:16,bellisimo,0.0,19.45,1337.0,1
2025-04-28 23:32:16,santa-maria,0.0,18.65,1935.09,1
2025-04-28 23:32:16,titanic,0.0,12.17,2973.94,1
2025-04-28 23:32:21,bellisimo,0.0,13.72,1334.07,1
2025-04-28 23:32:21,santa-maria,0.0,15.91,1930.53,1
2025-04-28 23:32:21,titanic,0.0,17.54,2970.24,1
2025-04-28 23:32:26,bellisimo,0.0,19.25,1332.82,1
2025-04-28 23:32:26,santa-maria,0.0,14.62,1927.75,1
2025-04-28 23:32:26,titanic,0.0,12.65,2968.23,1
2025-04-28 23:32:31,bellisimo,0.0,17.33,1328.48,1
2025-04-28 23:32:31,santa-maria,0.0,18.65,1925.48,1
